sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text
4492301	four XDR-AB donors	transferred	two sodium azide resistant A. baumannii	https://api.semanticscholar.org/10.1016/s0924-8579(17)30342-4		10.1016/s0924-8579(17)30342-4				14	16	11	11	18	23	Conjugation experiments demonstrated that resistance to ticarcillin and kanamycin could be transferred from only four XDR-AB donors to two sodium azide resistant A. baumannii .
4498442	animal	transmitted	animal	https://api.semanticscholar.org/10.1016/b978-0-12-039236-0.50012-6		10.1016/b978-0-12-039236-0.50012-6		1759623		12	12	10	10	14	14	The same or related organisms can be expected to be transmitted from animal to animal by transfusion .
4499237	an infected host	pass	a susceptible one	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430532/pdf/	PMC4430532	10.1371/journal.pone.0125874		25969995		12	14	10	10	16	18	Any successful transmission event through the air requires that virus pass from an infected host to a susceptible one while maintaining infectivity .
4499442	the donor	transferred	the recipient	https://api.semanticscholar.org/10.1101/196998		10.1101/196998				22	23	20	20	25	26	But as this prophage was also present in the preFMT sample , we can not conclude that the virus was transferred from the donor to the recipient .
4499443	the donor	transfer	the recipient	https://api.semanticscholar.org/10.1101/196998		10.1101/196998				13	14	11	11	16	17	Overall , the annotation result reveals no clear evidence of virus/phage transfer from the donor to the recipient .
4505313	the donor	transferred	the recipient	https://api.semanticscholar.org/10.1101/196998		10.1101/196998				20	21	18	18	23	24	This result indicates that due to the transplantation , phages with host bacteria from the order Bacteroidales were transferred from the donor to the recipient .
4505854	cell	spread	cell	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC255718/pdf/	PMC255718			3599185		29	29	27	27	31	31	The avirulent feline infectious peritonitis virus ( FIPV ) isolate FIPV-UCD-2 , which has one antigenic type of E2 , was less rapidly internalized and could not spread from cell to cell in the presence of neutralizing antibody .
4511367	wild animals	transmitted	the human population	https://api.semanticscholar.org/10.1016/j.tibtech.2013.08.007		10.1016/j.tibtech.2013.08.007		24094861		13	14	11	11	16	18	SARS coronavirus ( SARS-CoV ) is the responsible agent and was transmitted from wild animals to the human population [ 54 , 55 ] , and delayed identification of this virus aided contagion .
4512921	the afferent	transfer	efferent vessels	https://api.semanticscholar.org/10.1016/b978-070202823-6.50094-4		10.1016/b978-070202823-6.50094-4				5	6	1	1	8	9	Countercurrent transfer of oxygen from the afferent to efferent vessels in the villus aggravates hypoxemia in the villus by increased shunting of oxygen to the efferent venule .
4514972	humans	transmit	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6480969/pdf/	PMC6480969	10.3390/ijerph16071223		30959783		10	10	8	8	12	12	The Influenza A ( H1N1 ) virus can transmit from humans to humans by direct body contact or respiratory droplets .
4526184	January 17	spread	many provinces	https://api.semanticscholar.org/10.1101/2020.02.10.20021824		10.1101/2020.02.10.20021824				1	2	7	7	9	10	From January 17 onward , the outbreak spread to many provinces and the number of cases increased rapidly .
4526184	January 17	spread	the number of cases	https://api.semanticscholar.org/10.1101/2020.02.10.20021824		10.1101/2020.02.10.20021824				1	2	7	7	12	15	From January 17 onward , the outbreak spread to many provinces and the number of cases increased rapidly .
4529288	wildlife	transmitted	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507309/pdf/	PMC4507309	10.1089/vbz.2013.1563		26186515		5	5	3	3	7	7	Zoonoses can be transmitted from wildlife to humans by a range of routes ( or pathways ) , yet research exploring the role of transmission pathways in past EID events has not been consolidated .
4531660	the mother	transfer	the fetus	https://api.semanticscholar.org/10.1016/b978-0-12-381365-7.00008-x		10.1016/b978-0-12-381365-7.00008-x				14	15	10	10	17	18	The placenta , in addition to providing the interface for transfer of nutrients from the mother to the fetus , is a complex endocrine organ that produces both steroids ( e.g. estrogen , progesterone ) and peptide hormones ( e.g. chorionic gonadotropin , chorionic somatomammatropin , corticotrophin-releasing hormone , leptin ) .
4539883	the excited donor	transfer	the acceptor	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3742675/pdf/	PMC3742675	10.1016/j.jconrel.2013.06.007		23777886		17	19	15	15	21	22	Flexibility of the linker regions permits close proximity of both fluorochromes required for the energy transfer from the excited donor to the acceptor , which results in emission in Cy3 spectrum ( max .
4539936	primary case	spread	153 cases	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4776270/pdf/	PMC4776270	10.1016/j.phrp.2016.01.001		26981343		10	11	8	8	13	14	Figure A2 illustrates a transmission tree that MERS-CoV spread from primary case to 153 cases on June 15 , 2015 .
4548444	animal	passed	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2532688/pdf/	PMC2532688	10.1186/1471-2334-8-113		18717989		6	6	4	4	12	12	Rabies virus is mainly passed from animal to animal or animal to human through bites or scratches .
4549483	Asia	spread	Europe	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6696659/pdf/	PMC6696659	10.1186/s12889-019-6774-5				20	20	18	18	22	22	In 2003 and 2004 , the World Health Organization reported that the avian influenza A H5N1 virus had spread from Asia to Europe and Africa , resulting in millions of poultry infections , 50 human cases , and 36 human deaths [ 7 , 8 ] .
4549483	Asia	spread	Africa	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6696659/pdf/	PMC6696659	10.1186/s12889-019-6774-5				20	20	18	18	24	24	In 2003 and 2004 , the World Health Organization reported that the avian influenza A H5N1 virus had spread from Asia to Europe and Africa , resulting in millions of poultry infections , 50 human cases , and 36 human deaths [ 7 , 8 ] .
4551287	human	spread	human	https://api.semanticscholar.org/10.1016/j.jinf.2020.01.016		10.1016/j.jinf.2020.01.016		32006540	3005204082	16	16	14	14	18	18	Infections of healthcare workers and family clusters suggest that 2019-nCoV has the ability to spread from human to human .
4559908	Ube2D3	transfer	the substrate	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5678581/pdf/	PMC5678581	10.1186/s12915-017-0444-9		29117863		13	13	9	9	15	16	Residual ubiquitination of TRIM25ΔRBD could arise from the direct transfer of ubiquitin from Ube2D3 to the substrate .
4559913	Ube2D3	transfer	TRIM25	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5678581/pdf/	PMC5678581	10.1186/s12915-017-0444-9		29117863		19	19	15	15	21	21	Interestingly , RNase A/T1-treated reactions still supported TRIM25 monoubiquitination , likely due to the direct transfer of ubiquitin from Ube2D3 to TRIM25 .
4565232	core groups	spreading	the general population	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3281048/pdf/	PMC3281048	10.1371/journal.pone.0031076		22359565		14	15	12	12	17	19	Sexually transmitted infections are in a rapid , exponential growth phase , spreading from core groups to the general population .
4567815	human	spread	human	https://api.semanticscholar.org/10.1016/j.puhe.2009.10.013		10.1016/j.puhe.2009.10.013		19958919		15	15	12	12	17	17	So animal trading was only the source of infection , which then spread easily from human to human : the epidemic curve showed that infections in health care workers ( for example , 10 in Singapore ) had driven the transmission to family members and into the local community .
4570052	one ward	transferred	another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6298769/pdf/	PMC6298769	10.7554/elife.40977		30560786		5	6	3	3	8	8	128,119 patients were transferred from one ward to another during their stay , and another 280,506 patients were readmitted within one year of their previous discharge .
4575780	a 5 %	passed	a 12 % solution ( 1:1:1 ) of glycerol	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5634334/pdf/	PMC5634334	10.1016/j.jmb.2017.04.011		28438633		8	10	6	6	12	20	For mISG15 crystals , they were passed from a 5 % to a 12 % solution ( 1:1:1 ) of glycerol , dimethyl sulphoxide , and PEG known as EDG [ 34 ] .
4575780	a 5 %	passed	1:1:1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5634334/pdf/	PMC5634334	10.1016/j.jmb.2017.04.011		28438633		8	10	6	6	17	17	For mISG15 crystals , they were passed from a 5 % to a 12 % solution ( 1:1:1 ) of glycerol , dimethyl sulphoxide , and PEG known as EDG [ 34 ] .
4577789	the homosexual	spread	the heterosexual community	https://api.semanticscholar.org/10.1016/b978-0-12-805302-7.00012-4		10.1016/b978-0-12-805302-7.00012-4				24	25	21	21	27	29	We are one society , and what happens to our neighbors affects us as well ; for example , HIV can spread quickly from the homosexual to the heterosexual community , and from drug abusers to sexual partners .
4577789	the homosexual	spread	sexual partners	https://api.semanticscholar.org/10.1016/b978-0-12-805302-7.00012-4		10.1016/b978-0-12-805302-7.00012-4				24	25	21	21	36	37	We are one society , and what happens to our neighbors affects us as well ; for example , HIV can spread quickly from the homosexual to the heterosexual community , and from drug abusers to sexual partners .
4584764	Jura	spread	central	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632392/pdf/	PMC4632392	10.3390/v7102884		26506370		16	16	5	5	19	19	The other sublineage is more spread across a central area in France , from east ( Jura ) to central ( Orleans ) .
4584764	east	spread	Orleans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632392/pdf/	PMC4632392	10.3390/v7102884		26506370		14	14	5	5	21	21	The other sublineage is more spread across a central area in France , from east ( Jura ) to central ( Orleans ) .
4585595	orthopaedics	transferred	frontline departments	https://api.semanticscholar.org/10.1016/j.cmi.2020.02.005		10.1016/j.cmi.2020.02.005		32058086	3006085809	26	26	10	10	17	18	To cope with further shortages , the designated hospitals have transferred medical and clinical testing staff to frontline departments from other departments such as oncology , orthopaedics and medicines .
4589154	asymptomatic , infected animals	transmitted	humans	https://api.semanticscholar.org/10.1016/b978-0-12-409527-4.00028-6		10.1016/b978-0-12-409527-4.00028-6				29	32	27	27	34	34	Lymphocytic choriomeningitis virus ( LCMV ) infections in rodents ( e.g. , mice , hamsters ) are of particular interest and concern as the virus can be transmitted from asymptomatic , infected animals to humans with relative ease .
4589568	sheep	transmitted	humans	https://api.semanticscholar.org/10.1016/j.coviro.2012.04.001		10.1016/j.coviro.2012.04.001		22542098		11	11	2	2	14	14	RVFV is transmitted from infected livestock , such as cattle and sheep , to humans by mosquito bite or by contact with infected animal tissues .
4589568	cattle	transmitted	contact	https://api.semanticscholar.org/10.1016/j.coviro.2012.04.001		10.1016/j.coviro.2012.04.001		22542098		9	9	2	2	20	20	RVFV is transmitted from infected livestock , such as cattle and sheep , to humans by mosquito bite or by contact with infected animal tissues .
4589644	one	transmitted	the other	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5399923/pdf/	PMC5399923	10.1093/ve/vex006		28458916		25	25	21	21	27	28	The variation of genomes within households aided in identifying members who are likely to have shared an infection source or sequentially transmitted the infection from one to the other ( e.g. the chains inferred for household fourteen and thirty-eight ) .
4594562	6 provinces	spread	14 provinces	https://api.semanticscholar.org/10.1016/j.tmrv.2016.10.002		10.1016/j.tmrv.2016.10.002		27923518		10	11	8	8	18	19	By the end of 2013 , SFTSV had spread from 6 provinces in 2009 [ 113 ] to 14 provinces with a growing incidence but a decreasing fatality rate [ 118 ] .
4599226	the low affinity HSPGs	transferred	specific high affinity entry receptors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3161750/pdf/	PMC3161750	10.1371/journal.pone.0023710		21887302		11	14	9	9	16	20	According to previous studies , viral particles are then transferred from the low affinity HSPGs to specific high affinity entry receptors , which results in internalization into host cells [ 37 ] .
4599801	the environment	transmissible	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6501061/pdf/	PMC6501061	10.1016/j.onehlt.2019.100094		31080867		14	15	12	12	22	22	Human viruses are categorized as those that exclusively infect humans and are transmissible from the environment to humans or from human to human .
4600952	cell	spread	cell	https://api.semanticscholar.org/10.1016/b978-1-4557-0306-7.00096-9		10.1016/b978-1-4557-0306-7.00096-9				26	26	21	21	28	28	Treatment of serious influenza virus infection in human patients has involved use of the neuraminidase inhibitor oseltamivir phosphate , which inhibits spread of the virus from cell to cell .
4603931	a bat	transfer	a carnivore	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2831534/pdf/	PMC2831534	10.1051/vetres/2010010		20167200		16	17	11	11	19	20	The emergence of the SARS coronavirus around 2002 probably involved the transfer of the virus from a bat to a carnivore ( probably a civet cat ) ; contact with civets may have facilitated the human outbreak .
4603931	a bat	transfer	a civet cat	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2831534/pdf/	PMC2831534	10.1051/vetres/2010010		20167200		16	17	11	11	23	25	The emergence of the SARS coronavirus around 2002 probably involved the transfer of the virus from a bat to a carnivore ( probably a civet cat ) ; contact with civets may have facilitated the human outbreak .
4604594	cat	transmitted	cat	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3765525/pdf/	PMC3765525	10.1186/1297-9716-44-71		23964891		6	6	4	4	8	8	Since FECVs are easily transmitted from cat to cat by faecal-oral route , they are enzootic among most cat populations [ 3 , 8 ] .
4604827	one generation	transfer	the next	https://api.semanticscholar.org/10.1016/s0163-7258(97)00167-8		10.1016/s0163-7258(97)00167-8		9623881		60	61	56	56	63	64	world " ( Gilbert , 1986 ; Pace and Marsh , 1985 ; Sharp , 1985 ; Lewin , 1986 ; Gesteland and Atkins , 1993 ; James and Ellington , 1995 ; Lazcano and Miller , 1996 ) encompasses the ideas that at an early epoch of evolution , RNA replication was responsible for the transfer of genes from one generation to the next , that Watson-Crick base-pairing was then , as now , the operational recognition mode between bases , and that catalytic RNAs , not proteins , were specified by the RNA genes .
4606831	person	transmitted	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3030455/pdf/	PMC3030455	10.1016/j.bbmt.2010.11.008		21195305		8	8	6	6	10	10	Because these viruses are so easily transmitted from person to person in both inpatient and outpatient settings , infection control measures and enforcement of these measures are critical in controlling the spread of these infections [ 5 ] [ 6 ] [ 7 ] .
4613930	pathogen-free housing	transferred	the normal environment	https://api.semanticscholar.org/10.1016/b978-0-323-35775-3.00013-8		10.1016/b978-0-323-35775-3.00013-8				10	11	8	8	13	15	For instance , M cells increase in animals transferred from pathogen-free housing to the normal environment .
4629878	guinea pigs	transmitted	owners	https://api.semanticscholar.org/10.1016/b978-0-12-409527-4.00028-6		10.1016/b978-0-12-409527-4.00028-6				7	8	5	5	11	11	S. zooepidemicus has been recently transmitted from guinea pigs to their owners , resulting in clinical septicemia ( Gruszynski et al. , 2015 ) .
4633001	Hong Kong	traveling	Beijing	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094426/pdf/	PMC7094426	10.1378/chest.07-2954		18628219		20	21	18	18	23	23	There were 120 people , 1 of whom with symptomatic SARS , on a Boeing 737 - 300 traveling from Hong Kong to Beijing .
4633778	dog	transmitted	dog	https://api.semanticscholar.org/10.1016/s0065-3519(99)80023-8		10.1016/s0065-3519(99)80023-8		9890024		28	28	26	26	30	30	Raccoons , opossums , deer , rodents , and domestic livestock are reservoirs for most L. serovars with the exception of L. canicola , which is transmitted from dog to dog .
4639866	one part of the world	travel	another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2857263/pdf/	PMC2857263	10.3201/eid1511.091426		19891855		9	13	7	7	15	15	INTRODUCTION lations share a characteristic : they travel from one part of the world to another , placing themselves or others at risk for exposure to novel conditions and pathogens that can adversely affect their health .
4640115	Sprague-Dawley	transfer	allergy-susceptible rats	https://api.semanticscholar.org/10.1016/j.humimm.2009.11.005		10.1016/j.humimm.2009.11.005				10	10	3	3	13	14	Moreover , the transfer of AM from allergy-resistant rats ( Sprague-Dawley ) to allergy-susceptible rats ( Brown Norway ) demonstrates the importance of AM in inhibiting the early phase reaction and airway hyperresponsiveness in response to allergen challenge .
4640115	allergy-resistant rats	transfer	Brown Norway	https://api.semanticscholar.org/10.1016/j.humimm.2009.11.005		10.1016/j.humimm.2009.11.005				7	8	3	3	16	17	Moreover , the transfer of AM from allergy-resistant rats ( Sprague-Dawley ) to allergy-susceptible rats ( Brown Norway ) demonstrates the importance of AM in inhibiting the early phase reaction and airway hyperresponsiveness in response to allergen challenge .
4641397	cat	Spread	cat	https://api.semanticscholar.org/10.1016/b978-1-4557-0306-7.00096-9		10.1016/b978-1-4557-0306-7.00096-9				4	4	0	0	6	6	Spread of FIP from cat to cat does not occur , so affected cats do not have to be isolated .
4641765	person	transmitted	person	https://api.semanticscholar.org/10.1016/j.scitotenv.2019.136297		10.1016/j.scitotenv.2019.136297		32050363		45	45	43	43	47	47	It is understood that Salmonella , influenza virus , measles virus , Cryptosporidium and E. coli are the top five pathogens which have been responsible for several human health outbreaks in Europe ; however , influenza virus and measles virus can only be transmitted from person to person ( Waring et al. , 2005 ; Li et al. , 2009 ; Borges et al. , 2016 ) .
4642264	an infected individual	transmitted	a human	https://api.semanticscholar.org/10.1016/j.cvex.2004.09.008		10.1016/j.cvex.2004.09.008		15585193		8	10	3	3	14	15	Influenza virus is transmitted by aerosol droplets from an infected individual , either to a human or a ferret .
4642264	an infected individual	transmitted	a ferret	https://api.semanticscholar.org/10.1016/j.cvex.2004.09.008		10.1016/j.cvex.2004.09.008		15585193		8	10	3	3	17	18	Influenza virus is transmitted by aerosol droplets from an infected individual , either to a human or a ferret .
4642797	nutrient media	transferred	hBss	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4203519/pdf/	PMC4203519	10.4161/auto.29309		24991833		30	31	28	28	33	33	The ability of autophagosomes induced by NSP6 to take up cellular cargo was tested by immunostaining for SQSTM1/ Vero cells expressing iBV NsP6-mcherry or infected with iBV were transferred from nutrient media to hBss and fixed after 4 h. Autophagosomes were visualized by immunofluorescence staining for endogenous MAP1Lc3B .
4659914	dromedary camels	spread	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6505341/pdf/	PMC6505341	10.5001/omj.2019.36		31110623		6	7	4	4	9	9	3 The virus can spread from dromedary camels to humans , through direct or indirect contact , causing significant morbidity and mortality .
4663299	person	transmitted	person	https://api.semanticscholar.org/10.1186/s41256-020-00135-6		10.1186/s41256-020-00135-6			2023898906	16	16	14	14	18	18	It is the first time for the COVID-19 to infect humans and can be transmitted from person to person [ 6 ] .
4663299	person	transmitted	6	https://api.semanticscholar.org/10.1186/s41256-020-00135-6		10.1186/s41256-020-00135-6			2023898906	16	16	14	14	20	20	It is the first time for the COVID-19 to infect humans and can be transmitted from person to person [ 6 ] .
4669569	mother	passed	infant	https://api.semanticscholar.org/10.1016/j.vetimm.2016.04.007		10.1016/j.vetimm.2016.04.007		27185263		11	11	8	8	13	13	As an example anti-hepatitis A virus specific antibodies passed on from mother to infant persists for up to 6 months in the new-born preventing vaccination of infants against hepatitis A virus in this period ( Vidor , 2007 ) .
4670058	the gut	transfer	the circulation	https://api.semanticscholar.org/10.1016/j.vetimm.2016.04.007		10.1016/j.vetimm.2016.04.007		27185263		17	18	15	15	20	21	Instead , these species are born with an ' open gut ' allowing Fc-receptor-mediated immunoglobulin transfer from the gut to the circulation for the first approximately 24 h after birth assuring the very quick establishment of the necessary circulating levels of maternal immunoglobulins through ingestion of colostrum which in these species contains high concentrations of IgG ( Cervenak and Kacskovics , 2009 ) .
4670858	the nucleus	transfer	the corresponding compartments of uninfected cells	https://api.semanticscholar.org/10.1016/s0065-3527(08)60583-7		10.1016/s0065-3527(08)60583-7		2500008		21	22	8	8	28	33	The spread of viral infection depends on the transfer of the viral genome and accessory proteins from the cytosol ( or the nucleus ) of infected cells to the corresponding compartments of uninfected cells .
4671754	person	transmissible	person	https://api.semanticscholar.org/10.1111/1469-0691.12290		10.1111/1469-0691.12290		24750421		20	20	18	18	22	22	Highly infectious diseases ( HIDs ) such as viral haemorrhagic fevers ( VHFs ) are considered to be transmissible from person to person , causing a life-threatening illness and presenting a serious hazard to the public , demanding specific control measures [ 1 ] .
4672448	person	transmissible	person	https://api.semanticscholar.org/10.1111/1469-0691.12290		10.1111/1469-0691.12290		24750421		12	12	10	10	14	14	Highly infectious diseases ( HIDs ) are defined as being transmissible from person to person , causing lifethreatening illnesses and presenting a serious public health hazard .
4673241	the primary sample container	transfer	the automated system lysis tubes	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6033430/pdf/	PMC6033430	10.1371/journal.pone.0199869		29975759		37	40	30	30	42	46	The data also show that the extra offline enzymatic liquefaction step is not required for efficient DNA extraction , but was retained for all subsequent experiments because it simplified the transfer of a precise sputum volume from the primary sample container to the automated system lysis tubes .
4687350	an external hospital	transferred	ICU	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3642395/pdf/	PMC3642395	10.1186/cc12073				16	18	14	14	21	21	We also noted that after the introduction of the DRG the patients were earlier transferred from an external hospital to our ICU ( mean time until transfer 29.9 vs. 18.7 hours ) , but this value was not signifi ca nt ( P = 0.55 ) .
4691251	human	transmitted	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5217314/pdf/	PMC5217314	10.1186/s12879-016-2137-3		28056850		13	13	11	11	15	15	Only limited numbers of zoonotic diseases have been reported to be transmitted from human to human [ 7 ] .
4691251	human	transmitted	7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5217314/pdf/	PMC5217314	10.1186/s12879-016-2137-3		28056850		13	13	11	11	17	17	Only limited numbers of zoonotic diseases have been reported to be transmitted from human to human [ 7 ] .
4692169	the CB	transferred	both VBs T	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6813217/pdf/	PMC6813217	10.3389/fbioe.2019.00275		31681751		8	9	6	6	11	13	The average concentration of target cells transferred from the CB to both VBs T in was 1.13·10 6 cells/mL. Upon parameter estimation , we simulated the cell population dynamics in the virus vessels , which showed oscillations for uninfected target cells and the various infected cell populations for both RT 22 and RT 36 h ( Figure 2 ) .
4692482	the gut	spreading	the upper respiratory tract	https://api.semanticscholar.org/10.1016/s0065-308x(08)60353-x		10.1016/s0065-308x(08)60353-x		3289331		8	9	6	6	11	14	Vomiting may lead to the infection spreading from the gut to the upper respiratory tract .
4693637	the infected cells	spread	the surrounding non-infected cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4243936/pdf/	PMC4243936	10.1186/s12985-014-0198-8		25408253		12	14	10	10	16	19	It was noted that these filamentous virus structures appeared to spread from the infected cells to the surrounding non-infected cells .
4698034	pigs	transmits	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000365/pdf/	PMC7000365	10.1042/bsr20193852		32016385		33	33	31	31	35	35	Initially , it was assumed as a disease of pigs but later when pigs and human both were infected at the same time , then it was speculated that the disease transmits from pigs to human [ 14 ] when isolated first time in 1931 in a laboratory from infected pig by [ 4 ] .
4704833	person	spread	person	https://api.semanticscholar.org/10.1016/j.tmaid.2015.12.008		10.1016/j.tmaid.2015.12.008		26781223		33	33	28	28	35	35	Non-pharmaceutical interventions , such as hand hygiene , wearing a face mask , cough etiquette , social distancing , and contact avoidance can be effective in reducing the spread of respiratory viruses from person to person [ 52 ] and are therefore recommended to Hajj pilgrims by national public health agencies [ 50 ] .
4704833	person	spread	52	https://api.semanticscholar.org/10.1016/j.tmaid.2015.12.008		10.1016/j.tmaid.2015.12.008		26781223		33	33	28	28	37	37	Non-pharmaceutical interventions , such as hand hygiene , wearing a face mask , cough etiquette , social distancing , and contact avoidance can be effective in reducing the spread of respiratory viruses from person to person [ 52 ] and are therefore recommended to Hajj pilgrims by national public health agencies [ 50 ] .
4713169	nutrient media	transferred	hBss	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4203519/pdf/	PMC4203519	10.4161/auto.29309		24991833		5	6	3	3	8	8	Vero cells were transferred from nutrient media to hBss and fixed at the indicated times .
4713353	head	spreads	trunk	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5223409/pdf/	PMC5223409	10.1186/s13104-017-2374-6		28069071		19	19	17	17	21	21	The rash usually appears 14 days after exposure and on the 3rd-5th day of clinical illness which spreads from head to trunk to lower extremities [ 2 ] .
4719487	person	spread	person	https://api.semanticscholar.org/10.1016/b978-0-12-385015-7.00022-3		10.1016/b978-0-12-385015-7.00022-3				12	12	10	10	14	14	Plague is also lethal , and its pneumonic form can spread from person to person .
4720820	a donor	transferred	an acceptor	https://api.semanticscholar.org/10.1016/b978-0-323-44923-6.00001-7		10.1016/b978-0-323-44923-6.00001-7				24	25	22	22	27	28	The FRET is a distance-dependent interaction between the electronic excited states of two fluorophores or chromophores or dyes in which energy is transferred from a donor to an acceptor without any emission of a photon .
4726622	person	spreads	person	https://api.semanticscholar.org/10.1016/j.bsheal.2020.01.003		10.1016/j.bsheal.2020.01.003			3004767366	21	21	19	19	23	23	At the time of writing , a massive global response has been implemented to control the disease as it spreads from person to person .
4741213	MSCs	transferred	secreted EVs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5789598/pdf/	PMC5789598	10.1186/s13287-018-0774-8		29378639		11	11	9	9	14	15	Currently , data on whether LL37 and IDO are transferred from MSCs to their secreted EVs are not available and were not examined in this study .
4745520	one place	transfer	the next	https://api.semanticscholar.org/10.1016/b978-0-12-411570-5.00007-6		10.1016/b978-0-12-411570-5.00007-6				21	22	14	14	24	25	The bottom line is that air travel may not produce illnesses , but the transfer of large numbers of people from one place to the next may be a source of worry not only for medical authorities , but also for tourism security professionals .
4747095	contaminated flies	transfer	fruits	https://api.semanticscholar.org/10.1016/j.fm.2018.01.003		10.1016/j.fm.2018.01.003		29526204		8	9	6	6	11	11	Under laboratory environment , direct bacterial transfer from contaminated flies to fruits or plant leaves was shown to occur ( Sela et al. , 2005 ; Talley et al. , 2009 ; Lim et al. , 2014 ) .
4747095	contaminated flies	transfer	plant leaves	https://api.semanticscholar.org/10.1016/j.fm.2018.01.003		10.1016/j.fm.2018.01.003		29526204		8	9	6	6	13	14	Under laboratory environment , direct bacterial transfer from contaminated flies to fruits or plant leaves was shown to occur ( Sela et al. , 2005 ; Talley et al. , 2009 ; Lim et al. , 2014 ) .
4747285	where	spread	Asia Minor	https://api.semanticscholar.org/10.1016/b978-0-08-102659-5.00005-7		10.1016/b978-0-08-102659-5.00005-7				12	12	14	14	16	17	The origin of bay leaf is most probably South Asia , from where it spread to Asia Minor and all over the world .
4747285	where	spread	all	https://api.semanticscholar.org/10.1016/b978-0-08-102659-5.00005-7		10.1016/b978-0-08-102659-5.00005-7				12	12	14	14	19	19	The origin of bay leaf is most probably South Asia , from where it spread to Asia Minor and all over the world .
4747933	one part of the world	transmit	another	https://api.semanticscholar.org/10.1016/b978-0-12-411570-5.00007-6		10.1016/b978-0-12-411570-5.00007-6				26	30	23	23	32	32	Although the movie is pure fiction , it serves to remind the tourism security professional that travelers , especially international travelers , may transmit diseases from one part of the world to another , either knowingly or unknowingly .
4748872	one animal	spread	another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1592674/pdf/	PMC1592674	10.2353/ajpath.2006.050979		16400004		6	7	4	4	9	9	The authors postulate that spread from one animal to another could occur via three different potential excretory pathwaysrespiratory , digestive , or urinary tract .
4749101	the donor	transmitting	the recipient	https://api.semanticscholar.org/10.1533/9781845690779.4.255		10.1533/9781845690779.4.255				69	70	66	66	72	73	Lastly , sterilisation of certain tissues can be very effective , but it is not universally applicable , because some viruses are relatively resistant to sterilants and because the clinical effectiveness of many tissues ( such as skin , cornea , valves , veins ) can be altered by sterilisation procedures [ ll7J _ Application of all these steps will assure a very low risk of transmitting disease from the donor to the recipient .
4749177	him	transmitted	local residents	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3016762/pdf/	PMC3016762	10.3201/eid0909.030390		14519236		7	7	5	5	9	10	There , the virus was transmitted from him to local residents and to travelers , who became ill and transmitted disease to others when they returned to Vietnam , Singapore , Canada , and Taiwan , Province of China ( 1 ) .
4749177	him	transmitted	travelers	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3016762/pdf/	PMC3016762	10.3201/eid0909.030390		14519236		7	7	5	5	13	13	There , the virus was transmitted from him to local residents and to travelers , who became ill and transmitted disease to others when they returned to Vietnam , Singapore , Canada , and Taiwan , Province of China ( 1 ) .
